method,query_id,subset,question,expected_file,expected_line,gold_hit_at_20,gold_rank,reciprocal_rank_at_20,kg_candidate_pool_contains_gold_before_rerank,kg_rank_before_rerank,kg_rank_after_rerank_full,kg_pool_size
Vector-only,L071-Q3,v3,Investigate why the broker identified as $nodeId cannot successfully register. Are there network or configuration issues at play?,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,421,True,1,1.0,True,1,1,84
Vector-only,L072-Q1,v3,"We've encountered an issue where the system is repeatedly detecting and loading stray logs from the specified directory, causing potential data inconsistencies.",core/src/main/scala/kafka/log/LogManager.scala,357,True,1,1.0,True,1,1,104
Vector-only,L072-Q2,v3,Is anyone else seeing unexpected stray logs being loaded from the log directory? It seems to be happening intermittently.,core/src/main/scala/kafka/log/LogManager.scala,357,True,1,1.0,True,1,1,70
Vector-only,L072-Q3,v3,Could you investigate why stray logs are being loaded from the specified directory? This might be impacting our log processing pipeline.,core/src/main/scala/kafka/log/LogManager.scala,357,True,1,1.0,True,1,1,59
Vector-only,L073-Q1,v3,"The system is failing to identify the specified persister, resulting in data not being saved as expected. What configurations were modified recently?",core/src/main/scala/kafka/server/BrokerServer.scala,729,True,1,1.0,True,1,1,98
Vector-only,L073-Q2,v3,"Hey, has anyone noticed that the application isn’t storing data? It seems like there’s an issue with the persister setup.",core/src/main/scala/kafka/server/BrokerServer.scala,729,True,1,1.0,True,1,1,228
Vector-only,L073-Q3,v3,Can we determine if the persister factory settings were altered? This might lead us to the root cause of the data persistence problem.,core/src/main/scala/kafka/server/BrokerServer.scala,729,True,1,1.0,True,1,1,177
Vector-only,L074-Q1,v3,"The application fails to process registration responses, leading to user sign-up issues. What API versions are currently supported?",core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,246,True,1,1.0,True,1,1,109
Vector-only,L074-Q2,v3,Users are getting stuck during registration because the application doesn't recognize the API version. What could be causing this?,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,246,True,1,1.0,True,1,1,134
Vector-only,L074-Q3,v3,Investigate why the registration handler may be rejecting responses due to unsupported API version. Is the server up-to-date with the latest specifications?,core/src/main/scala/kafka/server/ControllerRegistrationManager.scala,246,True,1,1.0,True,1,1,119
Vector-only,L075-Q1,v3,"Why did the system reset the fetch offset for the specified partition, and what impact could this have on data processing?",core/src/main/scala/kafka/server/AbstractFetcherThread.scala,677,True,1,1.0,True,1,1,97
Vector-only,L075-Q2,v3,"Hey, why's our consumer suddenly acting weird? I think the offset just reset for one of the partitions.",core/src/main/scala/kafka/server/AbstractFetcherThread.scala,677,True,20,0.05,True,20,20,158
Vector-only,L075-Q3,v3,"Can we investigate the conditions that led to the fetch offset reset for the partition, and whether this is affecting message consumption?",core/src/main/scala/kafka/server/AbstractFetcherThread.scala,677,True,1,1.0,True,1,1,102
Vector-only,L076-Q1,v3,"The cluster seems to be rejecting partition alteration requests, potentially affecting topic management. What might be causing this behavior?",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1300,True,1,1.0,True,1,1,109
Vector-only,L076-Q2,v3,"Hey, has anyone else noticed that we're unable to change partitions for some topics? It's been pretty frustrating.",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1300,False,,0.0,True,87,87,227
Vector-only,L076-Q3,v3,Could there be a network issue or misconfiguration with the nodes that is preventing AlterPartition requests from being processed?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1300,True,1,1.0,True,1,1,64
Vector-only,L077-Q1,v3,User reports an unexpected server error when attempting to modify configuration settings.,metadata/src/main/java/org/apache/kafka/controller/ConfigurationControlManager.java,374,True,1,1.0,True,1,1,140
Vector-only,L077-Q2,v3,"The application crashes intermittently when users try to alter server configurations, leading to disruptions.",metadata/src/main/java/org/apache/kafka/controller/ConfigurationControlManager.java,374,True,1,1.0,True,1,1,82
Vector-only,L077-Q3,v3,What could be causing the failure in validation during the configuration alteration process?,metadata/src/main/java/org/apache/kafka/controller/ConfigurationControlManager.java,374,True,1,1.0,True,1,1,74
Vector-only,L078-Q1,v3,"The system is failing to create new topics, resulting in a critical error message.",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,878,True,3,0.3333333333333333,True,3,3,97
Vector-only,L078-Q2,v3,"Hey, has anyone else noticed that we can't create topics right now? Something's definitely up.",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,878,True,1,1.0,True,1,1,97
Vector-only,L078-Q3,v3,What steps can we take to identify the root cause of the server error occurring during topic creation?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,878,True,1,1.0,True,1,1,85
Vector-only,L079-Q1,v3,The application is frequently experiencing issues where it can't process messages due to an unknown partition imbalance. What could be causing this downtime?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1744,True,1,1.0,True,1,1,215
Vector-only,L079-Q2,v3,It seems like we're missing messages lately because something is off with partition handling. Any ideas on what might be happening?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1744,True,9,0.1111111111111111,True,9,9,217
Vector-only,L079-Q3,v3,We should investigate why the system is skipping over certain partitions that it can't recognize as imbalanced. What diagnostic steps should we take?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1744,True,1,1.0,True,1,1,327
Vector-only,L080-Q1,v3,"We've encountered an issue where the AlterPartition request is being denied from a specific node, affecting the partition reassignment process.",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1292,True,2,0.5,True,2,2,64
Vector-only,L080-Q2,v3,It looks like there's a problem with one of the nodes rejecting partition alterations; could this impact our data distribution?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1292,True,1,1.0,True,1,1,64
Vector-only,L080-Q3,v3,Can we investigate why the AlterPartition requests are being rejected by node {} for the topic-partition pair {}-{}?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1292,True,2,0.5,True,2,2,114
Vector-only,L082-Q1,v3,"We've noticed a situation where the in-sync replica set is overlapping with the end log position, which might lead to data inconsistencies. What could be the root cause?",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2411,True,1,1.0,True,1,1,227
Vector-only,L082-Q2,v3,"Hey team, it seems like our ISR is larger than our ELR, and I'm worried this might affect our data flow. Any ideas on what’s going on?",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2411,True,1,1.0,True,1,1,216
Vector-only,L082-Q3,v3,Could the overlapping ISR and ELR indicate an issue with our replica synchronization process? What checks should we perform to diagnose this further?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2411,True,1,1.0,True,1,1,258
Vector-only,L083-Q1,v3,The system seems to be skipping messages due to an unrecognized imbalanced topic. What could be causing this issue?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1738,True,1,1.0,True,1,1,209
Vector-only,L083-Q2,v3,I've noticed that some messages aren't being processed because of a weird topic imbalance. What should we check?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1738,True,1,1.0,True,1,1,265
Vector-only,L083-Q3,v3,Can we diagnose why the Kafka consumer is not handling the imbalanced topic effectively?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1738,True,1,1.0,True,1,1,157
Vector-only,L085-Q1,v3,A broker has marked several directories offline; could this lead to data unavailability for consumers?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1498,True,1,1.0,True,1,1,330
Vector-only,L085-Q2,v3,"Hey, I noticed that some directories are offline on one of our brokers—has anyone checked the impact on message processing?",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1498,True,1,1.0,True,1,1,228
Vector-only,L085-Q3,v3,Can we investigate the broker's directory status to determine if the offline directories are affecting our replication or load balancing?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1498,True,1,1.0,True,1,1,208
Vector-only,L086-Q1,v3,We're encountering an issue where attempts to delete certain topics result in an unexpected error. Has anyone identified the root cause?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,995,True,1,1.0,True,1,1,194
Vector-only,L086-Q2,v3,Does anyone know why we're suddenly unable to delete topics? It seems like there's an error popping up every time we try.,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,995,True,1,1.0,True,1,1,155
Vector-only,L086-Q3,v3,Could this unexpected deleteTopics error be linked to permission settings or current broker configurations?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,995,True,1,1.0,True,1,1,165
Vector-only,L087-Q1,v3,"The system is failing to initiate a leader election for a partition that appears to be offline, causing potential data availability issues.",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1799,True,1,1.0,True,1,1,291
Vector-only,L087-Q2,v3,Why can't we get a leader for that partition? It seems like it's stuck in an offline state.,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1799,True,2,0.5,True,2,2,289
Vector-only,L087-Q3,v3,"Investigate the root cause of the offline partition, as it is preventing an unclean leader election from occurring.",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1799,True,3,0.3333333333333333,True,3,3,235
Vector-only,L088-Q1,v3,"We're experiencing issues with adding new partitions, as it seems the createPartitions request is failing unexpectedly.",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1823,True,1,1.0,True,1,1,157
Vector-only,L088-Q2,v3,Has anyone else noticed problems when trying to increase the number of partitions for a topic lately?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1823,True,14,0.07142857142857142,True,14,14,245
Vector-only,L088-Q3,v3,Could the failed createPartitions operation indicate a misconfiguration or resource issue in our Kafka setup?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1823,True,1,1.0,True,1,1,261
Vector-only,L089-Q1,v3,"The system is experiencing delays in processing broker heartbeats, leading to potential inconsistencies in cluster state.",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1660,True,1,1.0,True,1,1,103
Vector-only,L089-Q2,v3,"Hey, it seems like our Kafka controller is getting overwhelmed; the heartbeat checks are taking too long to respond.",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1660,True,1,1.0,True,1,1,128
Vector-only,L089-Q3,v3,Could the recent overload in the event queue be causing connection issues with our brokers?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1660,True,1,1.0,True,1,1,149
Vector-only,L090-Q1,v3,"A broker is attempting to assign replicas, but it seems there are partitions that have not yet been assigned. What's going on?",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2285,True,1,1.0,True,1,1,219
Vector-only,L090-Q2,v3,"Hey team, has anyone noticed issues with replica assignments for certain partitions? They don’t seem to be getting assigned properly.",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2285,True,2,0.5,True,2,2,262
Vector-only,L090-Q3,v3,Investigate why the assignment request is being made for a partition that has no existing assignments.,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2285,True,2,0.5,True,2,2,227
Vector-only,L091-Q1,v3,The system appears to be consistently reporting leadership status for the same epoch; could this indicate a failure in leader election processes?,metadata/src/main/java/org/apache/kafka/controller/QuorumController.java,1067,True,1,1.0,True,1,1,215
Vector-only,L091-Q2,v3,"Hey, why does it seem like we're stuck in the same leader epoch forever?",metadata/src/main/java/org/apache/kafka/controller/QuorumController.java,1067,True,1,1.0,True,1,1,171
Vector-only,L091-Q3,v3,Can we check if there are any underlying issues affecting the leader's ability to transition between epochs?,metadata/src/main/java/org/apache/kafka/controller/QuorumController.java,1067,True,7,0.14285714285714285,True,7,7,170
Vector-only,L092-Q1,v3,"The application is failing to process messages, resulting in significant delays in data delivery.",metadata/src/main/java/org/apache/kafka/controller/EventPerformanceMonitor.java,142,False,,0.0,False,,,299
Vector-only,L092-Q2,v3,"Hey, why are we seeing a lot of consumers lagging behind on message processing lately?",metadata/src/main/java/org/apache/kafka/controller/EventPerformanceMonitor.java,142,False,,0.0,False,,,193
Vector-only,L092-Q3,v3,Could you investigate if there are any issues with the message offset commits or consumer group states?,metadata/src/main/java/org/apache/kafka/controller/EventPerformanceMonitor.java,142,False,,0.0,False,,,74
Vector-only,L093-Q1,v3,The system appears to be experiencing a rollback in metadata versioning; could this impact data consistency?,metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,403,True,1,1.0,True,1,1,135
Vector-only,L093-Q2,v3,"Hey, I've noticed that our metadata version has dropped unexpectedly. Any idea what might be going on?",metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,403,True,1,1.0,True,1,1,108
Vector-only,L093-Q3,v3,Is there a correlation between the downgrade in metadata.version and any recent operational changes or performance issues?,metadata/src/main/java/org/apache/kafka/controller/FeatureControlManager.java,403,True,1,1.0,True,1,1,116
Vector-only,L094-Q1,v3,"The broker is attempting to assign replicas, but it is unable to find the specified topic ID in the system. What could be causing this issue?",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2271,True,1,1.0,True,1,1,297
Vector-only,L094-Q2,v3,"Hey team, has anyone else noticed that the broker can't find the topic ID when trying to assign replicas? This might be messing with our data flow.",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2271,True,1,1.0,True,1,1,305
Vector-only,L094-Q3,v3,Investigate whether the topic ID mentioned in the allocation request is valid and properly configured in the system's metadata.,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2271,True,5,0.2,True,5,5,236
Vector-only,L095-Q1,v3,"The broker appears to be encountering an issue where it's referencing a partition that it doesn't recognize, leading to potential data replication failures.",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2282,True,1,1.0,True,1,1,199
Vector-only,L095-Q2,v3,"Hey, has anyone noticed that the broker is trying to assign replicas to partitions that don't seem to exist? This could really mess with our data flow.",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2282,True,1,1.0,True,1,1,286
Vector-only,L095-Q3,v3,"We should investigate why the broker is receiving requests for unknown partitions, as this may indicate a configuration issue or a synchronization problem in the cluster.",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2282,True,2,0.5,True,2,2,207
Vector-only,L096-Q1,v3,The Kafka cluster experienced unexpected leader elections; could this impact message delivery and processing?,metadata/src/main/java/org/apache/kafka/controller/QuorumController.java,1071,False,,0.0,False,,,284
Vector-only,L096-Q2,v3,I've noticed that the brokers are switching leaders more often than usual; is this causing any downtime?,metadata/src/main/java/org/apache/kafka/controller/QuorumController.java,1071,True,4,0.25,True,4,4,259
Vector-only,L096-Q3,v3,Can we investigate the reasons behind the leadership changes in the Kafka cluster to ensure stability?,metadata/src/main/java/org/apache/kafka/controller/QuorumController.java,1071,True,2,0.5,True,2,2,261
Vector-only,L097-Q1,v3,"The Kafka delete-logs thread is unable to schedule the next deletion, leading to potential build-up of obsolete log data. What impact is this having on system performance?",core/src/main/scala/kafka/log/LogManager.scala,1167,True,1,1.0,True,1,1,122
Vector-only,L097-Q2,v3,I've noticed that old log files are piling up in Kafka. Is there a reason why the delete-logs thread isn't working like it should?,core/src/main/scala/kafka/log/LogManager.scala,1167,True,1,1.0,True,1,1,111
Vector-only,L097-Q3,v3,Could the failure to schedule the next delete in the kafka-delete-logs thread be causing delays in log retention and management?,core/src/main/scala/kafka/log/LogManager.scala,1167,True,1,1.0,True,1,1,127
Vector-only,L098-Q1,v3,"The system is unable to retrieve data efficiently, indicating a possible configuration issue with the maximum fetch size.",core/src/main/scala/kafka/server/ReplicaManager.scala,1871,True,1,1.0,True,1,1,209
Vector-only,L098-Q2,v3,"Hey, I've noticed that we're having problems fetching data lately—could this be related to the max size settings?",core/src/main/scala/kafka/server/ReplicaManager.scala,1871,True,1,1.0,True,1,1,222
Vector-only,L098-Q3,v3,Could this error signify that the fetch source is receiving inadequate data due to a misconfigured maximum byte limit?,core/src/main/scala/kafka/server/ReplicaManager.scala,1871,True,1,1.0,True,1,1,174
Vector-only,L099-Q1,v3,"The system is unable to recognize the defined configuration, resulting in failures during process initialization. What could be causing this issue?",core/src/main/scala/kafka/server/KafkaConfig.scala,554,True,2,0.5,True,2,2,119
Vector-only,L099-Q2,v3,"Hey, I noticed that the application isn’t starting correctly. It keeps mentioning something about the configuration settings. Any ideas on what’s going wrong?",core/src/main/scala/kafka/server/KafkaConfig.scala,554,True,8,0.125,True,8,8,160
Vector-only,L099-Q3,v3,Investigate whether the configuration name is properly assigned and check if there are missing roles that may hinder process execution.,core/src/main/scala/kafka/server/KafkaConfig.scala,554,True,1,1.0,True,1,1,190
Vector-only,L100-Q1,v3,Is there a scenario where the system is trying to reset a partition status despite having no active requests?,core/src/main/scala/kafka/server/AlterPartitionManager.scala,144,True,1,1.0,True,1,1,335
Vector-only,L100-Q2,v3,Why is the application trying to clear a flag for a partition that seems to be idle?,core/src/main/scala/kafka/server/AlterPartitionManager.scala,144,True,1,1.0,True,1,1,334
Vector-only,L100-Q3,v3,What could be causing an attempt to modify partition states when there are no ongoing processes?,core/src/main/scala/kafka/server/AlterPartitionManager.scala,144,True,1,1.0,True,1,1,234
Vector-only,KAFKA-19586-Q1,JIRA,Why was a KRaft broker fenced after missing heartbeats during a rolling restart?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1698,True,3,0.3333333333333333,True,3,3,99
Vector-only,KAFKA-19586-Q2,JIRA,What Kafka log indicates a broker got fenced because its session timed out?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1698,True,1,1.0,True,1,1,252
Vector-only,KAFKA-19586-Q3,JIRA,Could a heartbeat timeout explain why the broker was fenced at its current epoch?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1698,True,1,1.0,True,1,1,221
Vector-only,KAFKA-9877-RM-Q1,JIRA,Why did Kafka stop serving replicas in a log directory after storage errors?,core/src/main/scala/kafka/server/ReplicaManager.scala,2172,True,2,0.5,True,2,2,160
Vector-only,KAFKA-9877-RM-Q2,JIRA,What log explains a broker taking replicas offline because a log directory failed?,core/src/main/scala/kafka/server/ReplicaManager.scala,2172,True,6,0.16666666666666666,True,6,6,160
Vector-only,KAFKA-9877-RM-Q3,JIRA,Could log directory failure be why the broker stopped serving replicas from that path?,core/src/main/scala/kafka/server/ReplicaManager.scala,2172,True,1,1.0,True,1,1,160
Vector-only,KAFKA-9877-AF-Q2,JIRA,What Kafka log indicates the broker removed fetchers for affected partitions?,core/src/main/scala/kafka/server/AbstractFetcherManager.scala,203,True,1,1.0,True,1,1,178
Vector-only,KAFKA-9877-LM-Q1,JIRA,Why did the broker shut down after every log directory failed?,core/src/main/scala/kafka/log/LogManager.scala,228,True,1,1.0,True,1,1,191
Vector-only,KAFKA-9877-LM-Q2,JIRA,What Kafka log indicates the broker is exiting because all log dirs are unusable?,core/src/main/scala/kafka/log/LogManager.scala,228,True,1,1.0,True,1,1,179
Vector-only,KAFKA-9357-Q1,JIRA,Why are replica fetch requests being disconnected before the response is read?,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,618,True,20,0.05,True,20,20,188
Vector-only,KAFKA-9357-Q2,JIRA,What Kafka log explains repeated 'Error sending fetch request' messages between brokers?,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,618,True,1,1.0,True,1,1,187
Vector-only,KAFKA-9357-Q3,JIRA,Could inter-broker communication failure be causing fetch requests to drop before a response is read?,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,618,True,6,0.16666666666666666,True,6,6,236
Vector-only,KAFKA-8046-Q1,JIRA,Why did the broker shut down because every Kafka log directory was marked failed?,core/src/main/scala/kafka/log/LogManager.scala,228,True,1,1.0,True,1,1,194
Vector-only,KAFKA-8046-Q2,JIRA,Which Kafka log explains a broker exiting after all log dirs become unavailable?,core/src/main/scala/kafka/log/LogManager.scala,228,True,1,1.0,True,1,1,179
Vector-only,KAFKA-13960-Q1,JIRA,Why is Kafka refusing to start because all log directories are already considered failed?,core/src/main/scala/kafka/log/LogManager.scala,228,True,1,1.0,True,1,1,109
Vector-only,KAFKA-13960-Q2,JIRA,Which Kafka log explains a broker aborting startup because every log dir has failed?,core/src/main/scala/kafka/log/LogManager.scala,228,True,1,1.0,True,1,1,117
Vector-only,KAFKA-9016-Q3,JIRA,Could a log directory I/O failure explain why Kafka stopped serving replicas from that path?,core/src/main/scala/kafka/server/ReplicaManager.scala,2172,True,2,0.5,True,2,2,105
Vector-only,KAFKA-13317-Q1,JIRA,Why are brokers repeatedly logging that fetch requests to another broker were disconnected before a response was read?,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,618,True,11,0.09090909090909091,True,11,11,167
Vector-only,KAFKA-13317-Q2,JIRA,What Kafka log explains inter-broker fetch traffic failing with 'connection disconnected before the response was read'?,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,618,True,4,0.25,True,4,4,200
Vector-only,KAFKA-13317-Q3,JIRA,Could broken broker-to-broker connectivity be the cause of repeated fetch request disconnects?,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,618,True,9,0.1111111111111111,True,9,9,180
Vector-only,KAFKA-7802-Q2,JIRA,Which Kafka log explains replica fetchers losing the response path to another broker?,clients/src/main/java/org/apache/kafka/clients/FetchSessionHandler.java,618,True,16,0.0625,True,16,16,125
Vector+CrossEncoder,L001-Q1,v2,We've observed a sudden change in the partitions being used by our Kafka topic. Can anyone explain what triggered this adjustment?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2055,True,4,0.25,True,13,13,198
Vector+CrossEncoder,L001-Q2,v2,"Hey team, I've noticed that our topic's partitions are switching around unexpectedly. Is there something in the configuration we need to check?",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2055,True,9,0.1111111111111111,True,14,14,258
Vector+CrossEncoder,L001-Q3,v2,Could the alteration in partition assignments for our Kafka messages be linked to recent scaling operations or configuration changes?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,2055,True,4,0.25,True,17,17,138
Vector+CrossEncoder,L002-Q1,v2,We're encountering issues when trying to remove a replica from a specified topic partition. What might be causing this failure?,core/src/main/scala/kafka/server/ReplicaManager.scala,2392,True,2,0.5,True,2,2,141
Vector+CrossEncoder,L002-Q2,v2,"Hey, has anyone noticed that we can't seem to delete a replica from the topic partition? This is really slowing things down!",core/src/main/scala/kafka/server/ReplicaManager.scala,2392,True,2,0.5,True,2,2,105
Vector+CrossEncoder,L002-Q3,v2,Could the inability to delete the replica for the defined topic partition indicate a potential underlying configuration issue or resource limitation?,core/src/main/scala/kafka/server/ReplicaManager.scala,2392,True,2,0.5,True,2,2,105
Vector+CrossEncoder,L003-Q1,v2,"Why is the AlterPartition request from node X failing for topic Y-partition Z, and what impact is this having on message processing?",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1266,True,2,0.5,True,11,11,105
Vector+CrossEncoder,L003-Q2,v2,I noticed that node X couldn't handle the AlterPartition request for topic Y-partition Z—could this be causing issues with data replication?,metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1266,True,2,0.5,True,14,14,145
Vector+CrossEncoder,L003-Q3,v2,"What could be the underlying reason for node X rejecting the AlterPartition request for topic Y-partition Z, and how can we troubleshoot this further?",metadata/src/main/java/org/apache/kafka/controller/ReplicationControlManager.java,1266,True,7,0.14285714285714285,True,12,12,150
Vector+CrossEncoder,L004-Q1,v2,"Why is Broker {} showing a controlled shutdown state, and what impact does this have on message processing?",metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,455,True,1,1.0,True,1,1,160
Vector+CrossEncoder,L004-Q2,v2,I noticed that Broker {} is shutting down but seems stuck—could this cause delays in message delivery?,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,455,True,1,1.0,True,4,4,117
Vector+CrossEncoder,L004-Q3,v2,Can we investigate why Broker {} is in a controlled shutdown state and if it affects the cluster's availability?,metadata/src/main/java/org/apache/kafka/controller/BrokerHeartbeatManager.java,455,True,1,1.0,True,1,1,157
Vector+CrossEncoder,L005-Q1,v2,We're encountering issues with message appending; can we investigate the behavior of the $topicIdPartition partition during this operation?,core/src/main/scala/kafka/server/ReplicaManager.scala,1407,True,2,0.5,True,1,1,246
Vector+CrossEncoder,L005-Q2,v2,"Hey team, it looks like we have a problem with adding messages to one of our partitions. What's going on with $topicIdPartition?",core/src/main/scala/kafka/server/ReplicaManager.scala,1407,True,2,0.5,True,1,1,247
Vector+CrossEncoder,L005-Q3,v2,"Could there be a malfunction affecting the append functionality on the $topicIdPartition, and how could we confirm the root cause?",core/src/main/scala/kafka/server/ReplicaManager.scala,1407,True,2,0.5,True,1,1,213
Vector+CrossEncoder,L006-Q1,v2,"Why is the ISR for one of our partitions currently empty, and what impact might this have on message delivery?",metadata/src/main/java/org/apache/kafka/controller/PartitionChangeBuilder.java,450,True,1,1.0,True,1,1,365
Vector+CrossEncoder,L006-Q2,v2,"Hey team, I've noticed that one of our partitions isn't having any in-sync replicas. Could this be affecting our data availability?",metadata/src/main/java/org/apache/kafka/controller/PartitionChangeBuilder.java,450,False,,0.0,False,,,261
Vector+CrossEncoder,L006-Q3,v2,Can we diagnose why the ISR is empty for this partition and what changes occurred leading up to this situation?,metadata/src/main/java/org/apache/kafka/controller/PartitionChangeBuilder.java,450,True,1,1.0,True,1,1,313
Vector+CrossEncoder,L007-Q1,v2,Is there a broker registration failure occurring due to a mismatch in API versions?,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,417,True,1,1.0,True,1,1,124
Vector+CrossEncoder,L007-Q2,v2,"Hey, is anyone else noticing issues with a broker not being able to register? Sounds like there might be a version conflict.",core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,417,True,1,1.0,True,1,1,149
Vector+CrossEncoder,L007-Q3,v2,Could the inability to register broker $nodeId indicate that the required API version is not supported by the current setup?,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,417,True,1,1.0,True,1,1,104
Vector+CrossEncoder,L008-Q1,v2,We're encountering an issue where a message indicates an inconsistency in the topic ID for partition $topicPartition; can anyone confirm if there have been recent changes to the topic configuration?,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,456,True,1,1.0,True,3,3,218
Vector+CrossEncoder,L008-Q2,v2,Has anyone noticed any odd behaviors related to the topic ID for partition $topicPartition? It seems like the leader is sending us conflicting information.,core/src/main/scala/kafka/server/AbstractFetcherThread.scala,456,True,1,1.0,True,1,1,196
Vector+CrossEncoder,L008-Q3,v2,"Can we investigate the status of partition $topicPartition? It appears that we're receiving inconsistent topic ID errors from the leader, which might affect data consistency.",core/src/main/scala/kafka/server/AbstractFetcherThread.scala,456,True,1,1.0,True,1,1,127
Vector+CrossEncoder,L009-Q1,v2,"Why is the periodic task failing to execute as scheduled, and what implications does its unregistration have on system performance?",metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,178,True,2,0.5,True,1,1,136
Vector+CrossEncoder,L009-Q2,v2,"Hey, I noticed that a scheduled task has been unregistered. Could this be causing some delays in processing?",metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,178,True,3,0.3333333333333333,True,1,1,134
Vector+CrossEncoder,L009-Q3,v2,Could the unregistration of this periodic task be related to recent configuration changes or resource constraints?,metadata/src/main/java/org/apache/kafka/controller/PeriodicTaskControlManager.java,178,True,2,0.5,True,1,1,42
Vector+CrossEncoder,L010-Q1,v2,We've noticed that the heartbeat signal is failing to send on time; could this be impacting the connection stability?,core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,471,True,1,1.0,True,1,1,108
Vector+CrossEncoder,L010-Q2,v2,"Hey team, anyone else experiencing delays with the heartbeat? It seems like messages aren't getting through as expected.",core/src/main/scala/kafka/server/BrokerLifecycleManager.scala,471,True,2,0.5,True,1,1,160
